from,to,type
journal::frontiers in neuroscience,volume::frontiers in neuroscience::2021,HAS_VOLUME
journal::global heart,volume::global heart::2024,HAS_VOLUME
journal::agriculture,volume::agriculture::2023,HAS_VOLUME
journal::journal of sleep research,volume::journal of sleep research::2014,HAS_VOLUME
journal::cancer research,volume::cancer research::2006,HAS_VOLUME
journal::plos one,volume::plos one::2023,HAS_VOLUME
journal::biochemical and biophysical research communications - bbrc,volume::biochemical and biophysical research communications - bbrc::2018,HAS_VOLUME
journal::photonics,volume::photonics::2024,HAS_VOLUME
journal::international journal of obesity,volume::international journal of obesity::1998,HAS_VOLUME
journal::arthroscopy: the journal of arthroscopy and related,volume::arthroscopy: the journal of arthroscopy and related::2020,HAS_VOLUME
journal::ieee transactions on computers,volume::ieee transactions on computers::2024,HAS_VOLUME
journal::journal of the cardiometabolic syndrome,volume::journal of the cardiometabolic syndrome::2007,HAS_VOLUME
journal::modern rheumatology,volume::modern rheumatology::2010,HAS_VOLUME
journal::clinical optometry,volume::clinical optometry::2025,HAS_VOLUME
journal::bmc public health,volume::bmc public health::2019,HAS_VOLUME
journal::annals of translational medicine,volume::annals of translational medicine::2020,HAS_VOLUME
journal::the european physical journal special topics,volume::the european physical journal special topics::2024,HAS_VOLUME
journal::physical therapy,volume::physical therapy::2009,HAS_VOLUME
journal::european journal of operational research,volume::european journal of operational research::2004,HAS_VOLUME
journal::ulusal travma ve acil cerrahi dergisi-turkish journal of trauma & emergency surgery,volume::ulusal travma ve acil cerrahi dergisi-turkish journal of trauma & emergency surgery::2026,HAS_VOLUME
journal::medicine,volume::medicine::2023,HAS_VOLUME
journal::biological psychiatry,volume::biological psychiatry::1999,HAS_VOLUME
journal::sexually transmitted diseases,volume::sexually transmitted diseases::1990,HAS_VOLUME
journal::circulation journal,volume::circulation journal::2010,HAS_VOLUME
journal::american journal of tropical medicine and hygiene,volume::american journal of tropical medicine and hygiene::1999,HAS_VOLUME
journal::journal for the study of the old testament,volume::journal for the study of the old testament::2025,HAS_VOLUME
journal::journal of clinical epidemiology,volume::journal of clinical epidemiology::1993,HAS_VOLUME
journal::journal of geophysical research: space physics,volume::journal of geophysical research: space physics::2024,HAS_VOLUME
journal::international journal of academic research in economics and management sciences,volume::international journal of academic research in economics and management sciences::2023,HAS_VOLUME
journal::lipids in health and disease,volume::lipids in health and disease::2018,HAS_VOLUME
journal::optics express,volume::optics express::2020,HAS_VOLUME
journal::gastroenterology research and practice,volume::gastroenterology research and practice::2022,HAS_VOLUME
journal::arthroscopy: the journal of arthroscopy and related,volume::arthroscopy: the journal of arthroscopy and related::2017,HAS_VOLUME
journal::lex localis - journal of local self-government,volume::lex localis - journal of local self-government::2025,HAS_VOLUME
journal::ieee transactions on communications,volume::ieee transactions on communications::1995,HAS_VOLUME
journal::cureus,volume::cureus::2025,HAS_VOLUME
journal::critical care,volume::critical care::2001,HAS_VOLUME
journal::cancer management and research,volume::cancer management and research::2024,HAS_VOLUME
journal::the international journal of cardiovascular imaging,volume::the international journal of cardiovascular imaging::2023,HAS_VOLUME
journal::jurnal perspektif pembiayaan dan pembangunan daerah,volume::jurnal perspektif pembiayaan dan pembangunan daerah::2024,HAS_VOLUME
journal::chemosphere,volume::chemosphere::2012,HAS_VOLUME
journal::british journal of ophthalmology,volume::british journal of ophthalmology::2016,HAS_VOLUME
journal::isprs int. j. geo inf.,volume::isprs int. j. geo inf.::2024,HAS_VOLUME
journal::journal of clinical endocrinology and metabolism,volume::journal of clinical endocrinology and metabolism::2010,HAS_VOLUME
journal::clinical rheumatology,volume::clinical rheumatology::2018,HAS_VOLUME
journal::star protocols,volume::star protocols::2024,HAS_VOLUME
journal::f&s reports,volume::f&s reports::2024,HAS_VOLUME
journal::social science & medicine (1967),volume::social science & medicine (1967)::2002,HAS_VOLUME
journal::journal of occupational and environmental hygiene,volume::journal of occupational and environmental hygiene::2009,HAS_VOLUME
journal::archives of disease in childhood,volume::archives of disease in childhood::1950,HAS_VOLUME
journal::neonatology,volume::neonatology::2004,HAS_VOLUME
journal::neuroradiology,volume::neuroradiology::2026,HAS_VOLUME
journal::siam journal on discrete mathematics,volume::siam journal on discrete mathematics::2009,HAS_VOLUME
journal::current reviews in musculoskeletal medicine,volume::current reviews in musculoskeletal medicine::2019,HAS_VOLUME
journal::neuropsychiatric disease and treatment,volume::neuropsychiatric disease and treatment::2014,HAS_VOLUME
journal::atherosclerosis,volume::atherosclerosis::2015,HAS_VOLUME
journal::value in health,volume::value in health::2025,HAS_VOLUME
journal::journal of the american academy of child and adolescent psychiatry,volume::journal of the american academy of child and adolescent psychiatry::2006,HAS_VOLUME
journal::european journal of medicinal chemistry,volume::european journal of medicinal chemistry::2018,HAS_VOLUME
journal::brics law journal,volume::brics law journal::2023,HAS_VOLUME
journal::information management and business review,volume::information management and business review::2024,HAS_VOLUME
journal::2014 ieee geoscience and remote sensing symposium,volume::2014 ieee geoscience and remote sensing symposium::2014,HAS_VOLUME
journal::front. endocrin.,volume::front. endocrin.::2011,HAS_VOLUME
journal::symposium on advances in databases and information systems,volume::symposium on advances in databases and information systems::2012,HAS_VOLUME
journal::european heart journal-cardiovascular imaging,volume::european heart journal-cardiovascular imaging::2024,HAS_VOLUME
journal::communications biology,volume::communications biology::2021,HAS_VOLUME
journal::plos one,volume::plos one::2025,HAS_VOLUME
journal::modern language review,volume::modern language review::2000,HAS_VOLUME
journal::homo : internationale zeitschrift fur die vergleichende forschung am menschen,volume::homo : internationale zeitschrift fur die vergleichende forschung am menschen::2010,HAS_VOLUME
journal::current rheumatology reviews,volume::current rheumatology reviews::2024,HAS_VOLUME
journal::journal of the american society of nephrology,volume::journal of the american society of nephrology::2020,HAS_VOLUME
journal::nutrients,volume::nutrients::2022,HAS_VOLUME
journal::ieee international geoscience and remote sensing symposium,volume::ieee international geoscience and remote sensing symposium::2012,HAS_VOLUME
journal::drug safety,volume::drug safety::2008,HAS_VOLUME
journal::insights-journal of health and rehabilitation,volume::insights-journal of health and rehabilitation::2025,HAS_VOLUME
journal::materials,volume::materials::2021,HAS_VOLUME
journal::językoznawstwo,volume::językoznawstwo::2023,HAS_VOLUME
"journal::highlights in business, economics and management","volume::highlights in business, economics and management::2024",HAS_VOLUME
journal::mathematical methods in the applied sciences,volume::mathematical methods in the applied sciences::2023,HAS_VOLUME
journal::journal of laparoendoscopic & advanced surgical techniques. part a,volume::journal of laparoendoscopic & advanced surgical techniques. part a::2013,HAS_VOLUME
journal::asian pacific journal of allergy and immunology,volume::asian pacific journal of allergy and immunology::2020,HAS_VOLUME
journal::corporate law & governance review,volume::corporate law & governance review::2023,HAS_VOLUME
journal::journal of geophysics and engineering,volume::journal of geophysics and engineering::2025,HAS_VOLUME
journal::journal of electrocardiology,volume::journal of electrocardiology::2013,HAS_VOLUME
journal::fermentation,volume::fermentation::2023,HAS_VOLUME
journal::aerospace,volume::aerospace::2024,HAS_VOLUME
journal::methods,volume::methods::2026,HAS_VOLUME
